title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin
snowboard,Plastic,0.61,Ship,Low,D,0.59,BRAZIL
snowboard,Aluminum,0.52,Ship,High,A,0.47,UK
snowboard,Bamboo,1.84,Land,Medium,D,0.99,CHINA
snowboard,Plastic,1.9,Air,Low,F,5.7,NORWAY
snowboard,Paper,0.35,Ship,Medium,E,0.13,JAPAN
snowboard,Plastic,0.16,Air,Low,F,0.48,RUSSIA
snowboard,Cardboard,0.75,Land,Medium,B,0.47,NORWAY
snowboard,Glass,1.86,Air,High,F,4.88,SINGAPORE
snowboard,Steel,0.45,Ship,High,C,0.45,FRANCE
snowboard,Paper,0.75,Land,Medium,A,0.34,NORWAY
snowboard,Bamboo,1.09,Ship,Medium,E,0.47,CHINA
snowboard,Cardboard,0.3,Land,Medium,D,0.19,ITALY
snowboard,Paper,1.02,Air,Medium,F,1.15,SINGAPORE
snowboard,Glass,0.25,Ship,High,B,0.21,JAPAN
snowboard,Cardboard,1.3,Ship,Medium,D,0.66,ITALY
snowboard,Glass,1.06,Air,High,F,2.78,GERMANY
snowboard,Plastic,1.12,Land,Low,C,1.34,GERMANY
snowboard,Plastic,1.34,Air,Low,F,4.02,JAPAN
snowboard,Cardboard,1.31,Ship,Medium,D,0.66,ITALY
snowboard,Bamboo,0.89,Air,Medium,F,1.2,JAPAN
snowboard,Plastic,1.56,Land,Low,D,1.87,INDIA
snowboard,Aluminum,1.87,Ship,High,D,1.68,JAPAN
snowboard,Cardboard,1.56,Land,Medium,D,0.98,CHINA
snowboard,Plastic,1.59,Ship,Low,D,1.53,RUSSIA
snowboard,Glass,0.3,Land,High,B,0.31,USA
snowboard,Steel,0.2,Air,High,F,0.63,RUSSIA
snowboard,Plastic,1.58,Land,Low,D,1.9,SINGAPORE
snowboard,Paper,1.95,Land,Medium,D,0.88,USA
snowboard,Steel,1.11,Air,High,F,3.5,FRANCE
snowboard,Steel,1.6,Land,High,D,2.02,GERMANY
snowboard,Glass,0.49,Air,High,F,1.29,BRAZIL
snowboard,Bamboo,1.37,Ship,Medium,D,0.59,CHINA
snowboard,Aluminum,1.21,Air,High,F,3.39,FRANCE
snowboard,Cardboard,1.2,Land,Medium,E,0.76,UK
snowboard,Paper,1.8,Land,Medium,D,0.81,INDIA
snowboard,Cardboard,1.7,Ship,Medium,D,0.86,USA
snowboard,Glass,0.2,Air,High,F,0.53,UK
snowboard,Other,1.39,Ship,High,D,0.78,JAPAN
snowboard,Paper,0.58,Ship,Medium,A,0.21,FRANCE
snowboard,Other,1.64,Land,Low,D,1.64,USA
snowboard,Aluminum,0.74,Air,High,F,2.07,INDIA
snowboard,Aluminum,0.26,Air,High,F,0.73,NORWAY
snowboard,Glass,0.55,Air,High,F,1.44,USA
snowboard,Steel,1.35,Ship,High,D,1.36,FRANCE
snowboard,Other,0.12,Air,Medium,F,0.27,NORWAY
snowboard,Aluminum,1.93,Air,High,F,5.4,FRANCE
snowboard,Other,0.13,Air,High,F,0.23,ITALY
snowboard,Other,1.7,Air,High,F,2.97,INDIA
snowboard,Aluminum,1.13,Air,High,F,3.16,BRAZIL
snowboard,Paper,0.47,Ship,Medium,F,0.17,BRAZIL
snowboard,Steel,1.04,Air,High,F,3.28,SINGAPORE
snowboard,Cardboard,0.57,Land,Medium,B,0.36,INDIA
snowboard,Glass,1.39,Land,High,D,1.46,SINGAPORE
snowboard,Steel,1.17,Air,High,F,3.69,GERMANY
snowboard,Cardboard,1.89,Ship,Medium,D,0.95,GERMANY
snowboard,Plastic,0.69,Air,Low,F,2.07,JAPAN
snowboard,Other,0.95,Ship,Low,D,0.76,BRAZIL
snowboard,Steel,1.26,Land,High,D,1.59,INDIA
snowboard,Cardboard,1.56,Air,Medium,F,2.46,SINGAPORE
snowboard,Steel,0.38,Ship,High,C,0.38,NORWAY
snowboard,Cardboard,1.59,Air,Medium,F,2.5,RUSSIA
snowboard,Cardboard,1.32,Land,Medium,D,0.83,ITALY
snowboard,Paper,0.53,Land,Medium,F,0.24,RUSSIA
snowboard,Paper,1.9,Air,Medium,F,2.14,INDIA
snowboard,Bamboo,1.52,Land,Medium,D,0.82,RUSSIA
snowboard,Paper,1.07,Air,Medium,F,1.2,USA
snowboard,Aluminum,0.48,Air,High,F,1.34,USA
snowboard,Bamboo,1.59,Air,Medium,F,2.15,GERMANY
snowboard,Bamboo,0.64,Ship,Medium,D,0.28,USA
snowboard,Steel,1.94,Ship,High,D,1.96,JAPAN
snowboard,Bamboo,1.72,Air,Medium,F,2.32,USA
snowboard,Paper,1.72,Ship,Medium,D,0.62,UK
snowboard,Plastic,1.55,Land,Low,D,1.86,SINGAPORE
snowboard,Aluminum,0.21,Ship,High,A,0.19,CHINA
snowboard,Aluminum,0.26,Ship,High,B,0.23,INDIA
aftershave,Steel,0.77,Air,High,F,2.43,SINGAPORE
aftershave,Glass,1.91,Land,High,D,2.01,JAPAN
aftershave,Bamboo,0.5,Ship,Medium,A,0.22,CHINA
aftershave,Bamboo,0.39,Land,Medium,D,0.21,CHINA
aftershave,Bamboo,0.73,Land,Medium,A,0.39,RUSSIA
aftershave,Bamboo,1.01,Land,Medium,E,0.55,FRANCE
aftershave,Other,0.8,Air,Low,F,2.0,RUSSIA
aftershave,Bamboo,0.2,Ship,Medium,A+,0.09,RUSSIA
aftershave,Paper,0.63,Land,Medium,C,0.28,FRANCE
aftershave,Plastic,0.21,Ship,Low,E,0.2,CHINA
aftershave,Other,1.57,Air,Low,F,3.93,RUSSIA
aftershave,Aluminum,0.39,Air,High,F,1.09,NORWAY
aftershave,Plastic,0.52,Ship,Low,D,0.5,USA
aftershave,Other,1.75,Ship,Low,D,1.4,BRAZIL
aftershave,Plastic,0.43,Air,Low,F,1.29,RUSSIA
aftershave,Steel,0.7,Ship,High,C,0.71,GERMANY
aftershave,Other,1.32,Ship,Low,D,1.06,USA
aftershave,Bamboo,1.84,Air,Medium,F,2.48,UK
aftershave,Steel,1.2,Land,High,C,1.51,RUSSIA
aftershave,Cardboard,1.94,Ship,Medium,D,0.98,FRANCE
aftershave,Aluminum,0.38,Ship,High,B,0.34,RUSSIA
aftershave,Paper,0.83,Ship,Medium,F,0.3,CHINA
aftershave,Other,1.74,Air,High,F,3.04,UK
aftershave,Plastic,1.79,Air,Low,F,5.37,SINGAPORE
aftershave,Other,0.71,Land,Low,D,0.71,GERMANY
aftershave,Bamboo,0.45,Land,Medium,E,0.24,GERMANY
aftershave,Paper,1.75,Land,Medium,D,0.79,UK
aftershave,Other,0.16,Air,High,F,0.28,ITALY
aftershave,Plastic,1.65,Air,Low,F,4.95,JAPAN
aftershave,Plastic,1.01,Land,Low,C,1.21,SINGAPORE
aftershave,Glass,1.5,Air,High,F,3.94,JAPAN
aftershave,Aluminum,1.12,Ship,High,D,1.0,GERMANY
aftershave,Bamboo,1.31,Land,Medium,D,0.71,SINGAPORE
aftershave,Plastic,1.04,Air,Low,F,3.12,NORWAY
aftershave,Cardboard,1.39,Air,Medium,F,2.19,BRAZIL
aftershave,Aluminum,0.89,Land,High,F,1.0,INDIA
aftershave,Bamboo,0.62,Land,Medium,B,0.33,SINGAPORE
aftershave,Cardboard,0.97,Air,Medium,F,1.53,JAPAN
aftershave,Plastic,1.98,Air,Low,F,5.94,SINGAPORE
aftershave,Aluminum,1.68,Air,High,F,4.7,NORWAY
aftershave,Other,1.87,Air,Medium,F,4.21,INDIA
aftershave,Aluminum,1.54,Air,High,F,4.31,RUSSIA
aftershave,Other,1.65,Land,Medium,D,1.48,INDIA
aftershave,Paper,0.62,Ship,Medium,C,0.22,NORWAY
aftershave,Cardboard,0.15,Air,Medium,F,0.24,SINGAPORE
aftershave,Paper,0.45,Air,Medium,F,0.51,USA
aftershave,Paper,1.63,Air,Medium,F,1.83,GERMANY
aftershave,Other,1.74,Air,Low,F,4.35,CHINA
aftershave,Cardboard,1.92,Air,Medium,F,3.02,CHINA
aftershave,Other,1.7,Air,Low,F,4.25,FRANCE
aftershave,Bamboo,1.5,Land,Medium,D,0.81,USA
aftershave,Cardboard,0.49,Land,Medium,F,0.31,SINGAPORE
aftershave,Bamboo,1.87,Land,Medium,D,1.01,NORWAY
aftershave,Bamboo,0.14,Ship,Medium,A+,0.06,GERMANY
aftershave,Cardboard,1.95,Land,Medium,D,1.23,ITALY
aftershave,Plastic,1.18,Air,Low,F,3.54,JAPAN
aftershave,Plastic,0.11,Ship,Low,D,0.11,USA
aftershave,Paper,0.27,Land,Medium,B,0.12,ITALY
aftershave,Paper,1.73,Land,Medium,D,0.78,INDIA
aftershave,Aluminum,1.95,Ship,High,D,1.75,ITALY
aftershave,Glass,1.69,Land,High,D,1.77,USA
aftershave,Other,1.07,Air,Low,F,2.68,USA
aftershave,Paper,1.48,Ship,Medium,D,0.53,JAPAN
aftershave,Other,1.68,Air,High,F,2.94,JAPAN
aftershave,Aluminum,0.92,Ship,High,C,0.82,JAPAN
aftershave,Paper,1.74,Land,Medium,D,0.78,USA
aftershave,Paper,0.35,Air,Medium,F,0.39,ITALY
aftershave,Other,0.45,Ship,Medium,F,0.32,FRANCE
aftershave,Cardboard,0.44,Land,Medium,F,0.28,FRANCE
aftershave,Aluminum,0.89,Air,High,F,2.49,JAPAN
aftershave,Cardboard,1.44,Land,Medium,D,0.91,GERMANY
aftershave,Other,0.2,Land,Medium,B,0.18,CHINA
aftershave,Paper,1.33,Ship,Medium,D,0.48,UK
aftershave,Paper,1.98,Air,Medium,F,2.23,SINGAPORE
aftershave,Paper,0.83,Air,Medium,F,0.93,FRANCE
aftershave,Glass,0.55,Ship,High,B,0.46,UK
aftershave,Steel,0.57,Land,High,C,0.72,INDIA
aftershave,Aluminum,0.69,Air,High,F,1.93,GERMANY
aftershave,Glass,0.47,Land,High,A,0.49,JAPAN
aftershave,Aluminum,1.11,Air,High,F,3.11,USA
aftershave,Paper,1.25,Land,Medium,D,0.56,CHINA
aftershave,Glass,0.1,Land,High,F,0.11,JAPAN
aftershave,Paper,0.9,Air,Medium,F,1.01,ITALY
aftershave,Bamboo,1.78,Ship,Medium,D,0.77,CHINA
aftershave,Bamboo,1.34,Land,Medium,D,0.72,NORWAY
aftershave,Other,0.11,Land,High,D,0.08,CHINA
aftershave,Paper,1.25,Land,Medium,D,0.56,INDIA
aftershave,Glass,1.66,Air,High,F,4.36,NORWAY
aftershave,Glass,0.15,Land,High,A,0.16,USA
aftershave,Bamboo,1.35,Ship,Medium,D,0.58,GERMANY
aftershave,Plastic,1.63,Air,Low,F,4.89,UK
aftershave,Other,0.97,Land,High,B,0.68,RUSSIA
aftershave,Paper,0.24,Land,Medium,F,0.11,CHINA
aftershave,Bamboo,1.2,Air,Medium,F,1.62,ITALY
aftershave,Other,0.99,Land,Medium,D,0.89,UK
aftershave,Cardboard,1.96,Ship,Medium,D,0.99,RUSSIA
aftershave,Bamboo,0.15,Air,Medium,F,0.2,GERMANY
aftershave,Aluminum,0.58,Land,High,E,0.65,SINGAPORE
aftershave,Aluminum,0.61,Land,High,D,0.68,BRAZIL
aftershave,Aluminum,1.2,Air,High,F,3.36,ITALY
canvas,Bamboo,1.29,Air,Medium,F,1.74,ITALY
canvas,Other,0.8,Air,Low,F,2.0,RUSSIA
canvas,Glass,2.0,Air,High,F,5.25,UK
canvas,Glass,1.85,Land,High,D,1.94,GERMANY
canvas,Aluminum,0.5,Air,High,F,1.4,NORWAY
canvas,Plastic,0.96,Air,Low,F,2.88,UK
canvas,Bamboo,0.93,Ship,Medium,F,0.4,BRAZIL
canvas,Bamboo,1.78,Land,Medium,D,0.96,GERMANY
canvas,Plastic,1.26,Air,Low,F,3.78,NORWAY
canvas,Steel,1.68,Land,High,D,2.12,JAPAN
canvas,Cardboard,0.92,Ship,Medium,C,0.46,JAPAN
canvas,Cardboard,0.46,Ship,Medium,B,0.23,CHINA
canvas,Other,1.07,Land,High,E,0.75,GERMANY
canvas,Steel,1.6,Ship,High,D,1.61,UK
canvas,Glass,1.0,Air,High,F,2.62,FRANCE
canvas,Plastic,1.83,Air,Low,F,5.49,ITALY
canvas,Plastic,1.21,Ship,Low,D,1.16,ITALY
canvas,Aluminum,1.97,Land,High,D,2.21,USA
canvas,Paper,0.75,Ship,Medium,E,0.27,UK
canvas,Other,1.4,Ship,Medium,D,1.01,UK
canvas,Other,1.41,Land,Medium,D,1.27,SINGAPORE
canvas,Cardboard,1.31,Air,Medium,F,2.06,USA
canvas,Other,1.22,Air,High,F,2.13,USA
canvas,Paper,0.45,Ship,Medium,F,0.16,GERMANY
canvas,Bamboo,1.37,Land,Medium,D,0.74,ITALY
canvas,Cardboard,1.2,Air,Medium,F,1.89,RUSSIA
canvas,Other,1.17,Land,Low,C,1.17,INDIA
canvas,Cardboard,1.75,Ship,Medium,D,0.88,SINGAPORE
canvas,Plastic,0.36,Land,Low,C,0.43,RUSSIA
canvas,Glass,0.42,Air,High,F,1.1,FRANCE
canvas,Steel,1.63,Air,High,F,5.13,RUSSIA
canvas,Glass,1.7,Ship,High,D,1.43,JAPAN
canvas,Paper,1.32,Air,Medium,F,1.49,RUSSIA
canvas,Steel,1.47,Ship,High,D,1.48,NORWAY
canvas,Plastic,1.61,Air,Low,F,4.83,INDIA
canvas,Cardboard,0.83,Air,Medium,F,1.31,USA
canvas,Bamboo,1.93,Air,Medium,F,2.61,JAPAN
canvas,Bamboo,1.34,Ship,Medium,D,0.58,SINGAPORE
canvas,Cardboard,1.95,Air,Medium,F,3.07,UK
canvas,Steel,0.79,Air,High,F,2.49,INDIA
canvas,Cardboard,0.59,Land,Medium,B,0.37,CHINA
canvas,Bamboo,1.48,Land,Medium,D,0.8,GERMANY
canvas,Other,1.0,Ship,High,B,0.56,RUSSIA
canvas,Plastic,1.08,Land,Low,C,1.3,CHINA
canvas,Aluminum,1.22,Air,High,F,3.42,GERMANY
canvas,Cardboard,1.26,Land,Medium,D,0.79,JAPAN
canvas,Cardboard,1.54,Ship,Medium,D,0.78,JAPAN
canvas,Steel,0.78,Air,High,F,2.46,USA
canvas,Cardboard,0.87,Land,Medium,A,0.55,USA
canvas,Paper,0.36,Air,Medium,F,0.4,CHINA
canvas,Bamboo,0.29,Land,Medium,A,0.16,NORWAY
canvas,Other,0.64,Land,Medium,E,0.58,JAPAN
canvas,Glass,0.36,Land,High,A,0.38,SINGAPORE
canvas,Glass,0.71,Ship,High,B,0.6,UK
canvas,Bamboo,1.03,Ship,Medium,A,0.44,JAPAN
canvas,Steel,0.31,Ship,High,C,0.31,NORWAY
canvas,Steel,1.57,Ship,High,D,1.58,NORWAY
canvas,Bamboo,0.28,Land,Medium,E,0.15,BRAZIL
canvas,Bamboo,0.96,Air,Medium,F,1.3,JAPAN
canvas,Glass,1.69,Ship,High,D,1.42,UK
canvas,Other,0.6,Ship,Medium,E,0.43,UK
canvas,Bamboo,0.87,Ship,Medium,C,0.38,SINGAPORE
canvas,Steel,1.57,Air,High,F,4.95,BRAZIL
canvas,Other,1.72,Land,Low,D,1.72,NORWAY
canvas,Paper,1.59,Ship,Medium,D,0.57,RUSSIA
canvas,Other,0.97,Ship,Low,C,0.78,RUSSIA
canvas,Bamboo,1.02,Ship,Medium,E,0.44,GERMANY
canvas,Bamboo,0.77,Air,Medium,F,1.04,NORWAY
canvas,Aluminum,0.97,Ship,High,C,0.87,BRAZIL
canvas,Bamboo,0.78,Land,Medium,F,0.42,USA
canvas,Glass,1.13,Land,High,B,1.19,RUSSIA
canvas,Glass,0.24,Land,High,A,0.25,BRAZIL
canvas,Steel,1.01,Land,High,C,1.27,JAPAN
canvas,Aluminum,1.14,Ship,High,D,1.02,CHINA
canvas,Paper,0.99,Ship,Medium,C,0.36,UK
canvas,Steel,1.77,Ship,High,D,1.78,FRANCE
canvas,Plastic,1.12,Ship,Low,E,1.08,ITALY
canvas,Steel,1.21,Land,High,D,1.52,USA
canvas,Bamboo,0.56,Ship,Medium,A,0.24,INDIA
canvas,Steel,0.36,Air,High,F,1.13,FRANCE
canvas,Plastic,0.88,Ship,Low,B,0.84,USA
canvas,Aluminum,0.7,Air,High,F,1.96,BRAZIL
canvas,Bamboo,1.18,Land,Medium,B,0.64,BRAZIL
canvas,Plastic,1.56,Land,Low,D,1.87,UK
canvas,Bamboo,0.83,Air,Medium,F,1.12,USA
canvas,Cardboard,1.5,Ship,Medium,D,0.76,SINGAPORE
canvas,Glass,0.92,Ship,High,B,0.77,RUSSIA
canvas,Bamboo,1.19,Ship,Medium,A,0.51,JAPAN
canvas,Aluminum,0.43,Land,High,C,0.48,UK
canvas,Glass,0.87,Land,High,F,0.91,UK
canvas,Steel,1.52,Air,High,F,4.79,USA
canvas,Plastic,1.67,Land,Low,D,2.0,CHINA
canvas,Bamboo,1.82,Land,Medium,D,0.98,USA
canvas,Cardboard,0.35,Air,Medium,F,0.55,UK
canvas,Steel,0.67,Land,High,C,0.84,UK
canvas,Cardboard,0.34,Air,Medium,F,0.54,FRANCE
canvas,Glass,1.52,Ship,High,D,1.28,USA
canvas,Steel,0.28,Ship,High,C,0.28,ITALY
canvas,Aluminum,1.28,Land,High,D,1.43,UK
canvas,Glass,1.55,Land,High,D,1.63,NORWAY
deodrant,Paper,1.33,Ship,Medium,D,0.48,FRANCE
deodrant,Aluminum,1.93,Land,High,D,2.16,SINGAPORE
deodrant,Steel,1.31,Air,High,F,4.13,BRAZIL
deodrant,Steel,0.38,Ship,High,C,0.38,CHINA
deodrant,Steel,0.56,Land,High,C,0.71,SINGAPORE
deodrant,Other,0.73,Air,High,F,1.28,BRAZIL
deodrant,Other,0.38,Air,High,F,0.66,GERMANY
deodrant,Plastic,1.92,Air,Low,F,5.76,CHINA
deodrant,Other,1.01,Land,High,E,0.71,CHINA
deodrant,Glass,1.23,Ship,High,D,1.03,GERMANY
deodrant,Glass,0.78,Land,High,B,0.82,RUSSIA
deodrant,Steel,0.66,Air,High,F,2.08,USA
deodrant,Plastic,0.36,Land,Low,C,0.43,SINGAPORE
deodrant,Steel,0.4,Ship,High,C,0.4,GERMANY
deodrant,Cardboard,0.29,Ship,Medium,F,0.15,RUSSIA
deodrant,Steel,0.35,Ship,High,C,0.35,GERMANY
deodrant,Paper,0.79,Air,Medium,F,0.89,RUSSIA
deodrant,Glass,1.92,Land,High,D,2.02,CHINA
deodrant,Plastic,1.6,Ship,Low,D,1.54,GERMANY
deodrant,Other,1.31,Air,Medium,F,2.95,CHINA
deodrant,Steel,1.73,Air,High,F,5.45,BRAZIL
deodrant,Cardboard,1.55,Air,Medium,F,2.44,ITALY
deodrant,Cardboard,0.39,Air,Medium,F,0.61,RUSSIA
deodrant,Aluminum,1.63,Land,High,D,1.83,ITALY
deodrant,Steel,0.62,Ship,High,C,0.62,USA
deodrant,Steel,0.86,Ship,High,C,0.87,SINGAPORE
deodrant,Cardboard,1.39,Ship,Medium,D,0.7,SINGAPORE
deodrant,Paper,0.73,Land,Medium,E,0.33,CHINA
deodrant,Glass,0.91,Air,High,F,2.39,RUSSIA
deodrant,Paper,0.96,Land,Medium,E,0.43,GERMANY
deodrant,Bamboo,1.69,Land,Medium,D,0.91,NORWAY
deodrant,Paper,1.71,Ship,Medium,D,0.62,BRAZIL
deodrant,Cardboard,0.41,Air,Medium,F,0.65,JAPAN
deodrant,Aluminum,1.87,Air,High,F,5.24,ITALY
deodrant,Glass,0.7,Air,High,F,1.84,GERMANY
deodrant,Other,0.83,Land,Low,F,0.83,GERMANY
deodrant,Glass,0.55,Ship,High,B,0.46,RUSSIA
deodrant,Aluminum,0.78,Land,High,E,0.87,ITALY
deodrant,Paper,1.63,Ship,Medium,D,0.59,CHINA
deodrant,Cardboard,1.29,Land,Medium,D,0.81,SINGAPORE
deodrant,Bamboo,0.5,Land,Medium,D,0.27,CHINA
deodrant,Paper,1.99,Air,Medium,F,2.24,SINGAPORE
deodrant,Aluminum,1.61,Land,High,D,1.8,JAPAN
deodrant,Steel,1.78,Land,High,D,2.24,FRANCE
deodrant,Glass,1.83,Air,High,F,4.8,RUSSIA
deodrant,Aluminum,1.0,Land,High,B,1.12,GERMANY
deodrant,Steel,0.75,Ship,High,C,0.76,UK
deodrant,Paper,1.22,Air,Medium,F,1.37,GERMANY
deodrant,Aluminum,1.02,Air,High,F,2.86,ITALY
deodrant,Glass,1.8,Air,High,F,4.72,USA
deodrant,Paper,1.25,Land,Medium,D,0.56,FRANCE
deodrant,Steel,0.49,Ship,High,C,0.49,USA
deodrant,Bamboo,1.63,Land,Medium,D,0.88,GERMANY
deodrant,Bamboo,1.47,Air,Medium,F,1.98,NORWAY
deodrant,Paper,0.16,Ship,Medium,F,0.06,UK
deodrant,Paper,1.65,Land,Medium,D,0.74,GERMANY
deodrant,Bamboo,0.44,Land,Medium,B,0.24,RUSSIA
deodrant,Glass,0.42,Ship,High,B,0.35,INDIA
deodrant,Aluminum,1.91,Ship,High,D,1.71,GERMANY
deodrant,Paper,1.36,Land,Medium,D,0.61,FRANCE
deodrant,Aluminum,1.47,Land,High,D,1.65,JAPAN
deodrant,Bamboo,0.36,Land,Medium,E,0.19,GERMANY
deodrant,Other,0.56,Land,High,F,0.39,GERMANY
deodrant,Cardboard,0.51,Land,Medium,D,0.32,UK
deodrant,Cardboard,0.6,Air,Medium,F,0.95,FRANCE
deodrant,Aluminum,0.14,Ship,High,D,0.13,CHINA
deodrant,Glass,0.21,Ship,High,B,0.18,ITALY
deodrant,Aluminum,0.69,Land,High,C,0.77,USA
deodrant,Bamboo,0.88,Ship,Medium,D,0.38,RUSSIA
deodrant,Steel,0.27,Ship,High,C,0.27,USA
deodrant,Other,0.91,Ship,High,F,0.51,CHINA
deodrant,Plastic,0.64,Air,Low,F,1.92,SINGAPORE
deodrant,Glass,0.85,Air,High,F,2.23,CHINA
deodrant,Bamboo,1.37,Land,Medium,D,0.74,USA
deodrant,Bamboo,1.61,Air,Medium,F,2.17,INDIA
deodrant,Bamboo,0.29,Ship,Medium,A+,0.13,BRAZIL
deodrant,Other,1.31,Air,Medium,F,2.95,BRAZIL
deodrant,Bamboo,1.19,Ship,Medium,A,0.51,NORWAY
deodrant,Paper,1.56,Air,Medium,F,1.76,CHINA
deodrant,Other,1.59,Air,High,F,2.78,USA
deodrant,Cardboard,1.0,Air,Medium,F,1.57,USA
deodrant,Bamboo,0.79,Air,Medium,F,1.07,NORWAY
deodrant,Plastic,1.97,Ship,Low,D,1.89,NORWAY
deodrant,Plastic,1.7,Land,Low,D,2.04,INDIA
deodrant,Plastic,0.46,Land,Low,C,0.55,CHINA
deodrant,Paper,0.43,Ship,Medium,A,0.15,RUSSIA
deodrant,Cardboard,1.58,Ship,Medium,D,0.8,RUSSIA
deodrant,Paper,1.72,Ship,Medium,D,0.62,CHINA
deodrant,Paper,1.83,Land,Medium,D,0.82,INDIA
deodrant,Aluminum,0.6,Land,High,B,0.67,FRANCE
deodrant,Bamboo,0.73,Land,Medium,D,0.39,JAPAN
deodrant,Paper,0.55,Ship,Medium,B,0.2,GERMANY
deodrant,Plastic,1.76,Air,Low,F,5.28,BRAZIL
deodrant,Paper,0.72,Land,Medium,A,0.32,UK
deodrant,Steel,0.22,Air,High,F,0.69,FRANCE
deodrant,Steel,1.77,Air,High,F,5.58,SINGAPORE
deodrant,Aluminum,1.36,Ship,High,D,1.22,SINGAPORE
deodrant,Aluminum,1.57,Ship,High,D,1.41,USA
deodrant,Aluminum,0.84,Air,High,F,2.35,JAPAN
deodrant,Aluminum,0.92,Air,High,F,2.58,CHINA
lighter,Other,1.21,Land,Medium,D,1.09,INDIA
lighter,Glass,0.8,Land,High,A,0.84,INDIA
lighter,Glass,1.76,Air,High,F,4.62,SINGAPORE
lighter,Steel,1.19,Ship,High,C,1.2,SINGAPORE
lighter,Aluminum,0.19,Air,High,F,0.53,INDIA
lighter,Paper,0.58,Land,Medium,C,0.26,ITALY
lighter,Bamboo,1.83,Ship,Medium,D,0.79,USA
lighter,Aluminum,0.22,Air,High,F,0.62,JAPAN
lighter,Glass,0.93,Land,High,F,0.98,UK
lighter,Plastic,1.75,Air,Low,F,5.25,USA
lighter,Plastic,0.9,Ship,Low,B,0.86,UK
lighter,Aluminum,1.09,Land,High,B,1.22,RUSSIA
lighter,Plastic,0.94,Ship,Low,D,0.9,RUSSIA
lighter,Plastic,1.36,Ship,Low,D,1.31,ITALY
lighter,Cardboard,1.67,Ship,Medium,D,0.84,USA
lighter,Other,1.14,Ship,Medium,F,0.82,USA
lighter,Other,0.48,Air,Medium,F,1.08,JAPAN
lighter,Other,1.3,Land,Low,D,1.3,USA
lighter,Other,0.47,Air,Medium,F,1.06,SINGAPORE
lighter,Aluminum,0.38,Land,High,D,0.43,CHINA
lighter,Bamboo,0.67,Air,Medium,F,0.9,USA
lighter,Steel,0.36,Air,High,F,1.13,FRANCE
lighter,Other,1.92,Air,Low,F,4.8,INDIA
lighter,Steel,1.87,Ship,High,D,1.88,ITALY
lighter,Aluminum,0.46,Ship,High,E,0.41,JAPAN
lighter,Paper,0.48,Land,Medium,E,0.22,RUSSIA
lighter,Paper,0.64,Ship,Medium,C,0.23,BRAZIL
lighter,Paper,1.02,Land,Medium,D,0.46,USA
lighter,Plastic,0.69,Ship,Low,D,0.66,JAPAN
lighter,Paper,1.9,Air,Medium,F,2.14,JAPAN
lighter,Bamboo,0.87,Air,Medium,F,1.17,CHINA
lighter,Plastic,1.65,Ship,Low,D,1.58,NORWAY
lighter,Bamboo,0.48,Ship,Medium,A+,0.21,USA
lighter,Glass,1.05,Air,High,F,2.76,SINGAPORE
lighter,Bamboo,1.22,Land,Medium,D,0.66,BRAZIL
lighter,Glass,1.87,Ship,High,D,1.57,USA
lighter,Paper,1.12,Land,Medium,A,0.5,JAPAN
lighter,Aluminum,1.69,Air,High,F,4.73,FRANCE
lighter,Other,1.02,Air,High,F,1.78,NORWAY
lighter,Cardboard,1.3,Ship,Medium,D,0.66,BRAZIL
lighter,Plastic,1.61,Land,Low,D,1.93,SINGAPORE
lighter,Plastic,1.2,Land,Low,C,1.44,NORWAY
lighter,Aluminum,0.22,Air,High,F,0.62,JAPAN
lighter,Plastic,1.29,Air,Low,F,3.87,UK
lighter,Aluminum,0.81,Air,High,F,2.27,INDIA
lighter,Paper,1.31,Air,Medium,F,1.47,NORWAY
lighter,Glass,1.76,Air,High,F,4.62,JAPAN
lighter,Other,1.1,Ship,Low,B,0.88,UK
lighter,Glass,1.39,Air,High,F,3.65,SINGAPORE
lighter,Bamboo,0.21,Air,Medium,F,0.28,RUSSIA
lighter,Cardboard,1.9,Air,Medium,F,2.99,ITALY
lighter,Plastic,0.97,Land,Low,C,1.16,RUSSIA
lighter,Paper,1.4,Air,Medium,F,1.57,USA
lighter,Bamboo,1.66,Land,Medium,D,0.9,USA
lighter,Aluminum,1.42,Land,High,D,1.59,GERMANY
lighter,Paper,1.9,Land,Medium,D,0.85,FRANCE
lighter,Cardboard,0.18,Land,Medium,B,0.11,RUSSIA
lighter,Other,1.28,Ship,Medium,D,0.92,FRANCE
lighter,Plastic,0.25,Ship,Low,D,0.24,ITALY
lighter,Bamboo,1.72,Land,Medium,D,0.93,CHINA
lighter,Aluminum,0.63,Air,High,F,1.76,JAPAN
lighter,Plastic,1.6,Ship,Low,D,1.54,USA
lighter,Steel,1.08,Air,High,F,3.4,ITALY
lighter,Steel,0.46,Air,High,F,1.45,BRAZIL
lighter,Paper,0.4,Land,Medium,C,0.18,INDIA
lighter,Steel,1.51,Land,High,D,1.9,INDIA
lighter,Paper,1.35,Air,Medium,F,1.52,SINGAPORE
lighter,Other,1.52,Air,Low,F,3.8,FRANCE
lighter,Other,0.93,Air,High,F,1.63,INDIA
lighter,Paper,0.7,Ship,Medium,E,0.25,ITALY
lighter,Other,2.0,Ship,Low,D,1.6,INDIA
